tenure_months,monthly_charges,support_calls,contract_type,is_paperless,churn
15.3,53.32,6,1,0,1
23.1,59.17,1,0,0,0
2.5,93.8,4,2,0,1
11.2,102.83,7,2,1,1
0.0,93.48,8,0,1,1
5.6,67.6,4,2,0,1
9.7,91.73,4,0,0,1
13.0,58.24,5,0,1,1
8.5,98.22,4,1,1,1
23.5,75.77,5,2,1,0
0.0,129.66,4,1,1,1
1.2,101.12,2,2,1,1
18.6,99.91,2,1,1,1
10.2,92.19,6,1,0,1
27.4,114.15,2,0,0,1
20.9,74.23,1,0,0,0
17.3,75.86,5,2,1,1
0.0,67.72,2,1,0,1
7.8,95.73,5,1,0,1
16.7,69.98,4,2,0,0
7.6,87.32,4,0,1,1
16.8,93.03,2,0,0,1
17.0,113.16,5,2,1,1
5.7,44.51,4,1,1,1
2.9,60.06,2,1,0,0
23.7,105.94,4,2,0,1
14.5,125.76,3,2,1,1
14.5,91.65,4,0,0,1
23.6,86.31,7,0,0,1
31.3,79.11,4,0,0,1
0.0,104.87,2,2,0,1
28.5,84.71,2,1,1,1
24.0,65.63,8,0,0,1
11.0,107.28,3,2,1,1
25.8,65.7,8,2,1,1
13.2,89.88,2,2,1,0
30.0,83.79,5,1,1,1
25.4,63.94,6,0,1,1
18.1,85.67,5,1,1,1
7.8,75.97,2,2,1,1
14.9,102.28,1,2,1,0
5.2,109.08,1,2,1,1
7.0,95.67,6,1,1,1
15.8,101.18,1,0,0,1
12.7,93.89,2,0,1,1
7.3,47.09,1,0,1,1
30.5,68.09,4,1,1,0
8.5,85.73,5,1,0,1
13.7,80.37,2,0,1,1
14.0,99.6,5,0,1,1
0.0,71.85,3,1,0,1
40.2,111.14,4,2,1,1
8.2,72.85,4,1,0,1
21.4,55.92,2,1,0,0
0.0,92.17,5,2,1,1
12.3,73.46,3,0,0,1
0.0,80.15,6,0,0,1
8.9,115.68,6,1,0,1
26.7,92.98,6,2,0,1
21.8,93.37,5,1,0,1
20.2,94.67,1,2,0,0
19.0,57.59,3,1,1,1
0.0,72.88,3,0,0,0
2.6,71.85,4,2,1,1
19.5,101.67,2,1,1,1
27.6,81.63,4,0,0,1
18.5,91.58,3,1,1,1
19.7,87.32,2,2,0,0
19.5,72.62,2,2,0,0
21.0,113.99,1,0,0,1
18.8,116.09,4,2,1,1
2.9,109.08,3,1,0,1
23.7,115.27,1,1,0,0
5.0,73.35,4,0,1,1
0.0,97.44,4,2,0,1
15.3,108.12,4,0,1,1
0.7,112.65,6,1,0,1
3.2,56.6,3,2,0,0
15.0,64.42,1,0,0,0
5.8,105.27,1,1,1,1
5.1,67.38,7,2,1,1
18.6,66.98,4,2,1,0
25.1,72.61,5,1,0,1
21.3,105.84,4,0,1,1
23.0,93.48,4,1,0,1
0.0,76.23,4,2,0,1
20.5,83.42,4,0,1,1
13.9,105.46,2,0,1,1
6.8,65.88,1,0,1,1
11.0,76.62,3,1,1,1
10.2,46.24,6,2,0,1
3.5,97.83,4,0,1,1
0.0,92.43,5,2,0,1
17.7,45.64,3,2,1,0
16.6,78.62,5,0,0,1
27.3,31.47,0,1,0,0
25.4,73.0,1,2,0,0
15.8,93.32,3,2,0,1
22.5,48.92,2,0,0,0
29.4,53.77,5,2,1,0
7.1,92.05,6,0,0,1
11.4,64.69,0,1,1,0
16.7,77.17,4,0,0,1
0.4,96.09,3,2,0,1
3.2,116.57,1,2,1,1
20.6,72.71,1,2,0,0
9.7,97.87,4,2,1,0
18.5,126.9,4,0,1,1
12.9,91.84,2,2,0,1
26.3,83.81,5,0,0,1
16.7,66.85,4,2,0,1
15.3,103.04,3,1,1,1
11.2,80.88,2,0,1,1
3.8,104.81,1,0,0,1
0.0,116.55,2,0,1,1
40.7,74.65,4,1,0,0
17.2,87.54,1,1,0,0
24.3,89.0,2,1,0,0
5.2,96.31,1,0,0,0
18.7,88.33,2,1,1,1
17.8,59.24,7,0,1,1
5.4,82.34,4,0,1,1
34.2,85.82,4,1,0,1
28.9,84.9,1,1,1,0
12.4,66.13,1,2,0,0
25.2,68.18,4,2,0,1
25.9,97.66,2,2,1,1
19.9,40.4,2,0,1,0
19.4,95.36,3,0,0,1
15.5,80.57,5,1,0,1
14.1,83.79,1,1,0,0
0.0,54.32,7,2,1,1
9.7,80.12,1,1,1,0
18.7,75.53,1,1,1,0
11.5,110.96,3,0,0,1
25.1,126.17,7,1,0,1
15.0,85.59,1,1,1,1
5.7,130.58,3,1,1,1
1.5,101.68,3,2,1,1
4.7,84.65,5,2,0,1
13.7,102.68,6,1,0,1
11.9,87.62,0,2,1,1
0.0,100.51,1,2,1,1
19.4,111.55,2,2,0,1
29.9,73.51,4,2,1,1
7.1,76.85,4,0,0,1
18.7,109.11,1,0,0,1
6.3,70.36,1,2,0,0
27.0,57.32,5,1,0,1
6.0,71.93,7,2,1,1
12.2,85.19,5,2,0,1
28.4,91.89,2,2,1,0
23.4,100.07,4,2,1,1
10.8,102.17,5,2,1,1
26.4,88.83,4,1,1,1
20.4,108.43,2,2,1,1
24.6,45.72,1,1,0,0
29.4,85.24,5,0,1,1
30.3,67.04,1,1,1,0
5.1,80.19,4,0,0,1
5.7,108.57,6,2,0,1
19.3,67.1,7,1,1,1
11.0,100.09,4,1,1,1
0.0,69.33,1,2,0,0
23.8,91.81,2,2,1,0
1.4,63.89,2,1,1,0
11.0,94.86,3,2,1,1
7.2,122.56,3,0,0,1
10.5,96.44,3,2,1,1
20.2,70.83,4,2,0,1
0.0,81.76,1,0,0,1
10.9,91.13,1,2,0,0
0.0,92.15,3,2,1,1
10.7,89.92,2,2,0,1
16.6,68.46,3,2,1,0
23.7,102.22,1,1,0,0
11.6,53.68,1,1,1,1
38.8,78.73,4,1,1,1
23.3,87.75,8,2,0,1
26.4,99.25,2,2,1,1
21.4,67.84,3,0,1,1
11.4,96.55,5,2,1,1
9.2,119.51,4,2,0,1
4.9,71.54,1,2,1,0
14.3,98.12,5,1,1,1
0.0,81.29,3,0,1,1
9.1,112.73,3,0,1,1
13.7,53.34,1,1,0,0
0.0,74.0,1,1,0,0
3.3,59.98,2,2,1,0
18.0,51.01,4,1,0,1
20.1,108.96,0,0,1,1
17.1,90.77,5,2,1,1
0.0,91.17,3,0,0,1
32.6,99.42,2,1,1,1
11.7,51.45,2,2,1,0
44.1,92.45,2,0,0,0
13.6,68.41,5,1,1,1
19.4,61.27,5,0,1,1
9.5,54.1,1,2,1,0
20.4,66.41,6,2,1,1
31.2,47.8,5,1,1,0
18.9,73.09,1,1,1,0
24.1,66.26,3,0,1,0
20.7,96.86,5,0,1,1
0.0,129.17,2,1,1,1
20.4,60.65,4,1,0,0
7.1,101.6,4,2,1,1
19.0,70.44,3,2,0,0
4.2,76.9,3,2,1,0
27.4,78.8,2,0,1,1
8.5,82.36,5,1,0,1
35.0,94.61,3,2,1,0
10.5,58.87,1,1,0,0
22.7,108.38,3,1,0,1
0.9,58.3,1,1,0,0
15.9,97.13,1,0,0,1
6.6,60.57,1,0,1,1
20.0,104.28,7,2,0,1
28.7,85.31,2,1,1,0
25.3,78.09,3,2,0,0
7.9,128.88,2,2,0,1
2.1,80.69,1,1,1,0
10.4,73.29,2,2,1,1
3.4,89.06,3,0,1,1
24.4,98.09,6,2,0,1
17.4,94.83,5,2,0,1
19.9,105.53,2,0,0,1
0.0,98.47,1,0,1,1
4.2,60.5,2,0,0,1
4.3,76.81,4,2,1,1
17.2,83.18,1,2,0,0
17.6,103.46,4,2,0,1
0.0,59.85,2,1,1,1
26.7,85.64,6,2,1,1
33.4,94.27,5,2,0,1
0.0,55.68,4,1,1,1
5.1,84.36,3,0,0,1
21.5,86.93,4,0,0,1
6.3,78.04,2,0,1,0
10.3,81.28,6,2,0,1
11.9,71.98,4,0,1,1
0.0,60.6,0,2,1,0
8.3,82.73,5,1,0,1
1.6,87.23,3,1,1,1
10.2,64.34,1,2,0,0
14.0,86.04,4,0,1,1
16.6,66.49,4,0,1,1
14.8,109.05,8,2,0,1
6.5,143.17,3,0,0,1
16.0,76.08,4,1,1,1
34.2,118.74,5,0,1,1
5.3,64.92,4,0,0,1
0.0,78.72,2,0,1,1
3.0,23.83,5,0,0,1
1.6,71.95,3,1,1,1
0.0,96.73,3,2,0,1
8.1,66.4,1,1,1,0
5.2,97.44,5,0,0,1
13.1,91.73,2,1,0,1
18.7,94.63,3,0,1,1
38.2,88.21,5,0,1,1
20.3,75.63,1,2,1,0
13.1,96.89,0,1,1,0
0.0,99.42,2,0,0,1
0.0,56.04,4,0,0,1
1.8,93.71,4,2,0,1
10.4,51.81,2,2,0,0
0.0,110.38,3,0,1,1
15.6,58.15,6,2,0,0
27.3,79.44,4,2,1,1
19.0,92.46,2,0,0,1
27.3,75.94,4,2,0,1
11.2,101.55,3,0,0,1
19.1,77.15,5,2,0,1
14.8,68.28,2,2,1,0
20.8,91.08,4,2,0,1
23.2,81.76,4,2,1,1
1.9,83.13,7,1,1,1
0.0,106.28,4,2,0,1
3.3,56.3,10,2,1,1
24.3,90.32,1,1,1,0
19.2,81.52,4,1,0,1
24.2,115.95,2,0,0,1
5.1,92.27,4,2,1,1
14.9,69.36,3,0,1,1
19.0,87.7,5,2,0,1
0.0,93.57,2,2,0,1
9.9,95.64,1,0,0,1
17.3,76.69,1,2,0,0
16.4,81.44,2,2,0,1
6.4,64.81,4,2,0,1
12.0,92.49,1,1,1,0
21.1,73.74,3,2,1,1
19.3,63.93,2,2,1,1
21.4,86.96,4,1,1,1
18.1,94.93,3,0,1,1
13.1,80.65,3,0,0,1
19.3,99.16,3,1,0,1
12.1,70.47,2,1,1,0
0.0,76.52,2,2,0,1
16.7,103.96,3,0,1,1
0.0,71.1,5,2,1,1
2.3,106.42,3,0,0,1
8.9,117.73,3,2,1,1
21.9,97.86,4,1,0,1
12.3,90.74,4,1,1,1
36.1,77.7,2,2,0,0
21.8,107.14,4,1,0,1
15.1,97.72,0,0,0,1
0.0,67.94,4,2,0,1
22.1,71.89,8,0,1,1
19.5,101.68,4,2,0,1
19.0,84.71,6,2,0,1
15.6,126.43,3,0,0,1
11.0,88.95,2,2,1,0
19.0,75.51,1,0,0,0
5.1,116.36,3,1,1,1
2.2,99.45,4,0,1,1
24.9,85.23,0,2,0,0
8.2,88.25,3,1,1,1
8.9,80.59,2,0,1,1
17.8,82.74,5,1,0,1
31.7,81.8,5,2,1,0
33.1,110.35,3,0,0,1
22.7,73.06,3,1,1,1
0.0,88.36,3,2,0,1
27.3,63.91,3,2,0,0
31.1,125.74,1,2,1,0
15.3,92.19,4,1,1,1
21.6,50.63,5,2,1,0
3.8,48.53,4,2,0,0
7.3,68.56,4,1,1,1
13.1,123.14,3,2,0,0
13.8,88.51,2,1,1,0
13.4,74.92,2,0,1,1
17.9,107.44,3,2,1,1
12.5,102.8,5,0,0,1
27.9,77.0,3,2,0,0
0.0,88.65,3,2,0,0
27.6,66.76,2,1,0,0
24.9,57.49,4,2,0,1
14.2,65.82,7,0,0,1
11.4,114.84,4,0,0,1
21.1,65.36,1,0,1,0
9.3,110.57,4,1,1,1
20.3,43.92,1,1,0,0
16.3,51.04,2,0,0,1
5.5,109.21,1,2,1,0
29.2,79.19,6,1,1,1
22.3,77.61,2,1,0,0
17.1,122.71,4,0,0,1
32.0,96.79,3,1,1,0
28.6,84.91,2,1,0,1
12.3,99.32,3,0,0,1
15.7,62.15,2,0,0,0
16.3,74.85,4,2,0,1
19.9,89.21,1,1,1,1
23.1,73.55,4,0,1,1
18.1,95.83,0,1,1,0
15.8,52.25,2,1,1,1
0.7,123.69,6,1,1,1
11.2,68.65,1,2,1,1
10.1,63.47,9,2,0,1
12.6,87.78,2,2,0,1
7.0,97.93,3,1,1,1
10.3,66.87,0,1,1,0
3.1,80.41,2,2,0,1
14.4,74.27,5,1,1,1
2.1,53.3,4,0,1,1
30.3,80.03,6,1,1,1
10.3,84.57,6,2,0,1
28.3,87.82,4,1,1,1
13.0,72.94,4,1,1,1
15.1,91.5,3,0,1,1
29.0,79.48,4,0,0,1
12.4,116.71,3,1,0,1
32.5,81.16,1,0,1,1
6.9,90.88,2,0,0,1
19.0,91.35,2,0,0,1
20.5,75.17,3,0,1,1
15.4,94.57,3,0,0,1
8.6,113.22,2,0,0,1
28.6,117.58,4,0,1,1
10.5,72.17,4,1,1,1
15.0,72.34,3,0,0,1
0.0,82.46,2,1,1,1
13.7,87.45,1,2,1,0
0.0,60.83,5,2,1,1
26.1,53.17,1,2,0,0
19.9,89.51,5,2,0,1
28.5,82.89,4,2,0,1
13.6,89.51,5,1,0,1
